cod_municipio_ibge,nome,uf,nome_norm
3159209,Santa Rita de Caldas,MG,santa rita de caldas
3159407,Santa Rita de Ibitipoca,MG,santa rita de ibitipoca
3159308,Santa Rita de Jacutinga,MG,santa rita de jacutinga
3159357,Santa Rita de Minas,MG,santa rita de minas
3159506,Santa Rita do Itueto,MG,santa rita do itueto
3159605,Santa Rita do Sapucaí,MG,santa rita do sapucai
3159704,Santa Rosa da Serra,MG,santa rosa da serra
3159803,Santa Vitória,MG,santa vitoria
3158300,Santana da Vargem,MG,santana da vargem
3158409,Santana de Cataguases,MG,santana de cataguases
3158508,Santana de Pirapama,MG,santana de pirapama
3158607,Santana do Deserto,MG,santana do deserto
3158706,Santana do Garambéu,MG,santana do garambeu
3158805,Santana do Jacaré,MG,santana do jacare
3158904,Santana do Manhuaçu,MG,santana do manhuacu
3158953,Santana do Paraíso,MG,santana do paraiso
3159001,Santana do Riacho,MG,santana do riacho
3159100,Santana dos Montes,MG,santana dos montes
3159902,Santo Antônio do Amparo,MG,santo antonio do amparo
3160009,Santo Antônio do Aventureiro,MG,santo antonio do aventureiro
3160108,Santo Antônio do Grama,MG,santo antonio do grama
3160207,Santo Antônio do Itambé,MG,santo antonio do itambe
3160306,Santo Antônio do Jacinto,MG,santo antonio do jacinto
3160405,Santo Antônio do Monte,MG,santo antonio do monte
3160454,Santo Antônio do Retiro,MG,santo antonio do retiro
3160504,Santo Antônio do Rio Abaixo,MG,santo antonio do rio abaixo
3160603,Santo Hipólito,MG,santo hipolito
3160702,Santos Dumont,MG,santos dumont
3160801,São Bento Abade,MG,sao bento abade
3160900,São Brás do Suaçuí,MG,sao bras do suacui
3160959,São Domingos das Dores,MG,sao domingos das dores
3161007,São Domingos do Prata,MG,sao domingos do prata
3161056,São Félix de Minas,MG,sao felix de minas
3161106,São Francisco,MG,sao francisco
3161205,São Francisco de Paula,MG,sao francisco de paula
3161304,São Francisco de Sales,MG,sao francisco de sales
3161403,São Francisco do Glória,MG,sao francisco do gloria
3161502,São Geraldo,MG,sao geraldo
3161601,São Geraldo da Piedade,MG,sao geraldo da piedade
3161650,São Geraldo do Baixio,MG,sao geraldo do baixio
3161700,São Gonçalo do Abaeté,MG,sao goncalo do abaete
3161809,São Gonçalo do Pará,MG,sao goncalo do para
3161908,São Gonçalo do Rio Abaixo,MG,sao goncalo do rio abaixo
3125507,São Gonçalo do Rio Preto,MG,sao goncalo do rio preto
3162005,São Gonçalo do Sapucaí,MG,sao goncalo do sapucai
3162104,São Gotardo,MG,sao gotardo
3162203,São João Batista do Glória,MG,sao joao batista do gloria
3162252,São João da Lagoa,MG,sao joao da lagoa
3162302,São João da Mata,MG,sao joao da mata
3162401,São João da Ponte,MG,sao joao da ponte
3162450,São João das Missões,MG,sao joao das missoes
3162500,São João del Rei,MG,sao joao del rei
3162559,São João do Manhuaçu,MG,sao joao do manhuacu
3162575,São João do Manteninha,MG,sao joao do manteninha
3162609,São João do Oriente,MG,sao joao do oriente
3162658,São João do Pacuí,MG,sao joao do pacui
3162708,São João do Paraíso,MG,sao joao do paraiso
3162807,São João Evangelista,MG,sao joao evangelista
3162906,São João Nepomuceno,MG,sao joao nepomuceno
3162922,São Joaquim de Bicas,MG,sao joaquim de bicas
3162948,São José da Barra,MG,sao jose da barra
3162955,São José da Lapa,MG,sao jose da lapa
3163003,São José da Safira,MG,sao jose da safira
3163102,São José da Varginha,MG,sao jose da varginha
3163201,São José do Alegre,MG,sao jose do alegre
3163300,São José do Divino,MG,sao jose do divino
3163409,São José do Goiabal,MG,sao jose do goiabal
3163508,São José do Jacuri,MG,sao jose do jacuri
3163607,São José do Mantimento,MG,sao jose do mantimento
3163706,São Lourenço,MG,sao lourenco
3163805,São Miguel do Anta,MG,sao miguel do anta
3163904,São Pedro da União,MG,sao pedro da uniao
3164100,São Pedro do Suaçuí,MG,sao pedro do suacui
3164001,São Pedro dos Ferros,MG,sao pedro dos ferros
3164209,São Romão,MG,sao romao
3164308,São Roque de Minas,MG,sao roque de minas
3164407,São Sebastião da Bela Vista,MG,sao sebastiao da bela vista
3164431,São Sebastião da Vargem Alegre,MG,sao sebastiao da vargem alegre
3164472,São Sebastião do Anta,MG,sao sebastiao do anta
3164506,São Sebastião do Maranhão,MG,sao sebastiao do maranhao
3164605,São Sebastião do Oeste,MG,sao sebastiao do oeste
3164704,São Sebastião do Paraíso,MG,sao sebastiao do paraiso
3164803,São Sebastião do Rio Preto,MG,sao sebastiao do rio preto
3164902,São Sebastião do Rio Verde,MG,sao sebastiao do rio verde
3165008,São Tiago,MG,sao tiago
3165107,São Tomás de Aquino,MG,sao tomas de aquino
3165206,São Tomé das Letras,MG,sao tome das letras
3165305,São Vicente de Minas,MG,sao vicente de minas
3165404,Sapucaí-Mirim,MG,sapucai-mirim
3165503,Sardoá,MG,sardoa
3165537,Sarzedo,MG,sarzedo
3165560,Sem-Peixe,MG,sem-peixe
3165578,Senador Amaral,MG,senador amaral
3165602,Senador Cortes,MG,senador cortes
3165701,Senador Firmino,MG,senador firmino
3165800,Senador José Bento,MG,senador jose bento
3165909,Senador Modestino Gonçalves,MG,senador modestino goncalves
3166006,Senhora de Oliveira,MG,senhora de oliveira
3166105,Senhora do Porto,MG,senhora do porto
3166204,Senhora dos Remédios,MG,senhora dos remedios
3166303,Sericita,MG,sericita
3166402,Seritinga,MG,seritinga
3166501,Serra Azul de Minas,MG,serra azul de minas
3166600,Serra da Saudade,MG,serra da saudade
3166808,Serra do Salitre,MG,serra do salitre
3166709,Serra dos Aimorés,MG,serra dos aimores
3166907,Serrania,MG,serrania
3166956,Serranópolis de Minas,MG,serranopolis de minas
3167004,Serranos,MG,serranos
3167103,Serro,MG,serro
3167202,Sete Lagoas,MG,sete lagoas
3165552,Setubinha,MG,setubinha
3167301,Silveirânia,MG,silveirania
3167400,Silvianópolis,MG,silvianopolis
3167509,Simão Pereira,MG,simao pereira
3167608,Simonésia,MG,simonesia
3167707,Sobrália,MG,sobralia
3167806,Soledade de Minas,MG,soledade de minas
3167905,Tabuleiro,MG,tabuleiro
3168002,Taiobeiras,MG,taiobeiras
3168051,Taparuba,MG,taparuba
3168101,Tapira,MG,tapira
3168200,Tapiraí,MG,tapirai
3168309,Taquaraçu de Minas,MG,taquaracu de minas
3168408,Tarumirim,MG,tarumirim
3168507,Teixeiras,MG,teixeiras
3168606,Teófilo Otoni,MG,teofilo otoni
3168705,Timóteo,MG,timoteo
3168804,Tiradentes,MG,tiradentes
3168903,Tiros,MG,tiros
3169000,Tocantins,MG,tocantins
3169059,Tocos do Moji,MG,tocos do moji
3169109,Toledo,MG,toledo
3169208,Tombos,MG,tombos
3169307,Três Corações,MG,tres coracoes
3169356,Três Marias,MG,tres marias
3169406,Três Pontas,MG,tres pontas
3169505,Tumiritinga,MG,tumiritinga
3169604,Tupaciguara,MG,tupaciguara
3169703,Turmalina,MG,turmalina
3169802,Turvolândia,MG,turvolandia
3169901,Ubá,MG,uba
3170008,Ubaí,MG,ubai
3170057,Ubaporanga,MG,ubaporanga
3170107,Uberaba,MG,uberaba
3170206,Uberlândia,MG,uberlandia
3170305,Umburatiba,MG,umburatiba
3170404,Unaí,MG,unai
3170438,União de Minas,MG,uniao de minas
3170479,Uruana de Minas,MG,uruana de minas
3170503,Urucânia,MG,urucania
3170529,Urucuia,MG,urucuia
3170578,Vargem Alegre,MG,vargem alegre
3170602,Vargem Bonita,MG,vargem bonita
3170651,Vargem Grande do Rio Pardo,MG,vargem grande do rio pardo
3170701,Varginha,MG,varginha
3170750,Varjão de Minas,MG,varjao de minas
3170800,Várzea da Palma,MG,varzea da palma
3170909,Varzelândia,MG,varzelandia
3171006,Vazante,MG,vazante
3171030,Verdelândia,MG,verdelandia
3171071,Veredinha,MG,veredinha
3171105,Veríssimo,MG,verissimo
3171154,Vermelho Novo,MG,vermelho novo
3171204,Vespasiano,MG,vespasiano
3171303,Viçosa,MG,vicosa
3171402,Vieiras,MG,vieiras
3171600,Virgem da Lapa,MG,virgem da lapa
3171709,Virgínia,MG,virginia
3171808,Virginópolis,MG,virginopolis
3171907,Virgolândia,MG,virgolandia
3172004,Visconde do Rio Branco,MG,visconde do rio branco
3172103,Volta Grande,MG,volta grande
3172202,Wenceslau Braz,MG,wenceslau braz
5000203,Água Clara,MS,agua clara
5000252,Alcinópolis,MS,alcinopolis
5000609,Amambai,MS,amambai
5000708,Anastácio,MS,anastacio
5000807,Anaurilândia,MS,anaurilandia
5000856,Angélica,MS,angelica
5000906,Antônio João,MS,antonio joao
5001003,Aparecida do Taboado,MS,aparecida do taboado
5001102,Aquidauana,MS,aquidauana
5001243,Aral Moreira,MS,aral moreira
5001508,Bandeirantes,MS,bandeirantes
5001904,Bataguassu,MS,bataguassu
5002001,Batayporã,MS,bataypora
5002100,Bela Vista,MS,bela vista
5002159,Bodoquena,MS,bodoquena
5002209,Bonito,MS,bonito
5002308,Brasilândia,MS,brasilandia
5002407,Caarapó,MS,caarapo
5002605,Camapuã,MS,camapua
5002704,Campo Grande,MS,campo grande
5002803,Caracol,MS,caracol
5002902,Cassilândia,MS,cassilandia
5002951,Chapadão do Sul,MS,chapadao do sul
5003108,Corguinho,MS,corguinho
5003157,Coronel Sapucaia,MS,coronel sapucaia
5003207,Corumbá,MS,corumba
5003256,Costa Rica,MS,costa rica
5003306,Coxim,MS,coxim
5003454,Deodápolis,MS,deodapolis
5003488,Dois Irmãos do Buriti,MS,dois irmaos do buriti
5003504,Douradina,MS,douradina
5003702,Dourados,MS,dourados
5003751,Eldorado,MS,eldorado
5003801,Fátima do Sul,MS,fatima do sul
5003900,Figueirão,MS,figueirao
5004007,Glória de Dourados,MS,gloria de dourados
5004106,Guia Lopes da Laguna,MS,guia lopes da laguna
5004304,Iguatemi,MS,iguatemi
5004403,Inocência,MS,inocencia
5004502,Itaporã,MS,itapora
5004601,Itaquiraí,MS,itaquirai
5004700,Ivinhema,MS,ivinhema
5004809,Japorã,MS,japora
5004908,Jaraguari,MS,jaraguari
5005004,Jardim,MS,jardim
5005103,Jateí,MS,jatei
5005152,Juti,MS,juti
5005202,Ladário,MS,ladario
5005251,Laguna Carapã,MS,laguna carapa
5005400,Maracaju,MS,maracaju
5005608,Miranda,MS,miranda
5005681,Mundo Novo,MS,mundo novo
5005707,Naviraí,MS,navirai
5005806,Nioaque,MS,nioaque
5006002,Nova Alvorada do Sul,MS,nova alvorada do sul
5006200,Nova Andradina,MS,nova andradina
5006259,Novo Horizonte do Sul,MS,novo horizonte do sul
5006275,Paraíso das Águas,MS,paraiso das aguas
5006309,Paranaíba,MS,paranaiba
5006358,Paranhos,MS,paranhos
5006408,Pedro Gomes,MS,pedro gomes
5006606,Ponta Porã,MS,ponta pora
5006903,Porto Murtinho,MS,porto murtinho
5007109,Ribas do Rio Pardo,MS,ribas do rio pardo
5007208,Rio Brilhante,MS,rio brilhante
5007307,Rio Negro,MS,rio negro
5007406,Rio Verde de Mato Grosso,MS,rio verde de mato grosso
5007505,Rochedo,MS,rochedo
5007554,Santa Rita do Pardo,MS,santa rita do pardo
5007695,São Gabriel do Oeste,MS,sao gabriel do oeste
5007802,Selvíria,MS,selviria
5007703,Sete Quedas,MS,sete quedas
5007901,Sidrolândia,MS,sidrolandia
5007935,Sonora,MS,sonora
5007950,Tacuru,MS,tacuru
5007976,Taquarussu,MS,taquarussu
5008008,Terenos,MS,terenos
5008305,Três Lagoas,MS,tres lagoas
5008404,Vicentina,MS,vicentina
5100102,Acorizal,MT,acorizal
5100201,Água Boa,MT,agua boa
5100250,Alta Floresta,MT,alta floresta
5100300,Alto Araguaia,MT,alto araguaia
5100359,Alto Boa Vista,MT,alto boa vista
5100409,Alto Garças,MT,alto garcas
5100508,Alto Paraguai,MT,alto paraguai
5100607,Alto Taquari,MT,alto taquari
5100805,Apiacás,MT,apiacas
5101001,Araguaiana,MT,araguaiana
5101209,Araguainha,MT,araguainha
5101258,Araputanga,MT,araputanga
5101308,Arenápolis,MT,arenapolis
5101407,Aripuanã,MT,aripuana
5101605,Barão de Melgaço,MT,barao de melgaco
5101704,Barra do Bugres,MT,barra do bugres
5101803,Barra do Garças,MT,barra do garcas
5101837,Boa Esperança do Norte,MT,boa esperanca do norte
5101852,Bom Jesus do Araguaia,MT,bom jesus do araguaia
5101902,Brasnorte,MT,brasnorte
5102504,Cáceres,MT,caceres
5102603,Campinápolis,MT,campinapolis
5102637,Campo Novo do Parecis,MT,campo novo do parecis
5102678,Campo Verde,MT,campo verde
5102686,Campos de Júlio,MT,campos de julio
5102694,Canabrava do Norte,MT,canabrava do norte
5102702,Canarana,MT,canarana
5102793,Carlinda,MT,carlinda
5102850,Castanheira,MT,castanheira
5103007,Chapada dos Guimarães,MT,chapada dos guimaraes
5103056,Cláudia,MT,claudia
5103106,Cocalinho,MT,cocalinho
5103205,Colíder,MT,colider
5103254,Colniza,MT,colniza
5103304,Comodoro,MT,comodoro
5103353,Confresa,MT,confresa
5103361,Conquista D'Oeste,MT,conquista d'oeste
5103379,Cotriguaçu,MT,cotriguacu
5103403,Cuiabá,MT,cuiaba
5103437,Curvelândia,MT,curvelandia
5103452,Denise,MT,denise
5103502,Diamantino,MT,diamantino
5103601,Dom Aquino,MT,dom aquino
5103700,Feliz Natal,MT,feliz natal
5103809,Figueirópolis D'Oeste,MT,figueiropolis d'oeste
5103858,Gaúcha do Norte,MT,gaucha do norte
5103908,General Carneiro,MT,general carneiro
5103957,Glória D'Oeste,MT,gloria d'oeste
5104104,Guarantã do Norte,MT,guaranta do norte
5104203,Guiratinga,MT,guiratinga
5104500,Indiavaí,MT,indiavai
5104526,Ipiranga do Norte,MT,ipiranga do norte
5104542,Itanhangá,MT,itanhanga
5104559,Itaúba,MT,itauba
5104609,Itiquira,MT,itiquira
5104807,Jaciara,MT,jaciara
5104906,Jangada,MT,jangada
5105002,Jauru,MT,jauru
5105101,Juara,MT,juara
5105150,Juína,MT,juina
5105176,Juruena,MT,juruena
5105200,Juscimeira,MT,juscimeira
5105234,Lambari D'Oeste,MT,lambari d'oeste
5105259,Lucas do Rio Verde,MT,lucas do rio verde
5105309,Luciara,MT,luciara
5105580,Marcelândia,MT,marcelandia
5105606,Matupá,MT,matupa
5105622,Mirassol d'Oeste,MT,mirassol d'oeste
5105903,Nobres,MT,nobres
5106000,Nortelândia,MT,nortelandia
5106109,Nossa Senhora do Livramento,MT,nossa senhora do livramento
5106158,Nova Bandeirantes,MT,nova bandeirantes
5106208,Nova Brasilândia,MT,nova brasilandia
5106216,Nova Canaã do Norte,MT,nova canaa do norte
5108808,Nova Guarita,MT,nova guarita
5106182,Nova Lacerda,MT,nova lacerda
5108857,Nova Marilândia,MT,nova marilandia
5108907,Nova Maringá,MT,nova maringa
5108956,Nova Monte Verde,MT,nova monte verde
5106224,Nova Mutum,MT,nova mutum
5106174,Nova Nazaré,MT,nova nazare
5106232,Nova Olímpia,MT,nova olimpia
5106190,Nova Santa Helena,MT,nova santa helena
5106240,Nova Ubiratã,MT,nova ubirata
5106257,Nova Xavantina,MT,nova xavantina
5106273,Novo Horizonte do Norte,MT,novo horizonte do norte
5106265,Novo Mundo,MT,novo mundo
5106315,Novo Santo Antônio,MT,novo santo antonio
5106281,Novo São Joaquim,MT,novo sao joaquim
5106299,Paranaíta,MT,paranaita
5106307,Paranatinga,MT,paranatinga
5106372,Pedra Preta,MT,pedra preta
5106422,Peixoto de Azevedo,MT,peixoto de azevedo
5106455,Planalto da Serra,MT,planalto da serra
5106505,Poconé,MT,pocone
5106653,Pontal do Araguaia,MT,pontal do araguaia
5106703,Ponte Branca,MT,ponte branca
5106752,Pontes e Lacerda,MT,pontes e lacerda
5106778,Porto Alegre do Norte,MT,porto alegre do norte
5106802,Porto dos Gaúchos,MT,porto dos gauchos
5106828,Porto Esperidião,MT,porto esperidiao
5106851,Porto Estrela,MT,porto estrela
5107008,Poxoréu,MT,poxoreu
5107040,Primavera do Leste,MT,primavera do leste
5107065,Querência,MT,querencia
5107156,Reserva do Cabaçal,MT,reserva do cabacal
5107180,Ribeirão Cascalheira,MT,ribeirao cascalheira
5107198,Ribeirãozinho,MT,ribeiraozinho
5107206,Rio Branco,MT,rio branco
5107578,Rondolândia,MT,rondolandia
5107602,Rondonópolis,MT,rondonopolis
5107701,Rosário Oeste,MT,rosario oeste
5107750,Salto do Céu,MT,salto do ceu
5107248,Santa Carmem,MT,santa carmem
5107743,Santa Cruz do Xingu,MT,santa cruz do xingu
5107768,Santa Rita do Trivelato,MT,santa rita do trivelato
5107776,Santa Terezinha,MT,santa terezinha
5107263,Santo Afonso,MT,santo afonso
5107800,Santo Antônio de Leverger,MT,santo antonio de leverger
5107792,Santo Antônio do Leste,MT,santo antonio do leste
5107859,São Félix do Araguaia,MT,sao felix do araguaia
5107297,São José do Povo,MT,sao jose do povo
5107305,São José do Rio Claro,MT,sao jose do rio claro
5107354,São José do Xingu,MT,sao jose do xingu
5107107,São José dos Quatro Marcos,MT,sao jose dos quatro marcos
5107404,São Pedro da Cipa,MT,sao pedro da cipa
5107875,Sapezal,MT,sapezal
5107883,Serra Nova Dourada,MT,serra nova dourada
5107909,Sinop,MT,sinop
5107925,Sorriso,MT,sorriso
5107941,Tabaporã,MT,tabapora
5107958,Tangará da Serra,MT,tangara da serra
5108006,Tapurah,MT,tapurah
5108055,Terra Nova do Norte,MT,terra nova do norte
5108105,Tesouro,MT,tesouro
5108204,Torixoréu,MT,torixoreu
5108303,União do Sul,MT,uniao do sul
5108352,Vale de São Domingos,MT,vale de sao domingos
5108402,Várzea Grande,MT,varzea grande
5108501,Vera,MT,vera
5105507,Vila Bela da Santíssima Trindade,MT,vila bela da santissima trindade
5108600,Vila Rica,MT,vila rica
1500107,Abaetetuba,PA,abaetetuba
1500131,Abel Figueiredo,PA,abel figueiredo
1500206,Acará,PA,acara
1500305,Afuá,PA,afua
1500347,Água Azul do Norte,PA,agua azul do norte
1500404,Alenquer,PA,alenquer
1500503,Almeirim,PA,almeirim
1500602,Altamira,PA,altamira
1500701,Anajás,PA,anajas
1500800,Ananindeua,PA,ananindeua
1500859,Anapu,PA,anapu
1500909,Augusto Corrêa,PA,augusto correa
1500958,Aurora do Pará,PA,aurora do para
1501006,Aveiro,PA,aveiro
1501105,Bagre,PA,bagre
1501204,Baião,PA,baiao
1501253,Bannach,PA,bannach
1501303,Barcarena,PA,barcarena
1501402,Belém,PA,belem
1501451,Belterra,PA,belterra
1501501,Benevides,PA,benevides
1501576,Bom Jesus do Tocantins,PA,bom jesus do tocantins
1501600,Bonito,PA,bonito
1501709,Bragança,PA,braganca
1501725,Brasil Novo,PA,brasil novo
1501758,Brejo Grande do Araguaia,PA,brejo grande do araguaia
1501782,Breu Branco,PA,breu branco
1501808,Breves,PA,breves
1501907,Bujaru,PA,bujaru
1502004,Cachoeira do Arari,PA,cachoeira do arari
1501956,Cachoeira do Piriá,PA,cachoeira do piria
1502103,Cametá,PA,cameta
1502152,Canaã dos Carajás,PA,canaa dos carajas
1502202,Capanema,PA,capanema
1502301,Capitão Poço,PA,capitao poco
1502400,Castanhal,PA,castanhal
1502509,Chaves,PA,chaves
1502608,Colares,PA,colares
1502707,Conceição do Araguaia,PA,conceicao do araguaia
1502756,Concórdia do Pará,PA,concordia do para
1502764,Cumaru do Norte,PA,cumaru do norte
1502772,Curionópolis,PA,curionopolis
1502806,Curralinho,PA,curralinho
1502855,Curuá,PA,curua
1502905,Curuçá,PA,curuca
1502939,Dom Eliseu,PA,dom eliseu
1502954,Eldorado do Carajás,PA,eldorado do carajas
1503002,Faro,PA,faro
1503044,Floresta do Araguaia,PA,floresta do araguaia
1503077,Garrafão do Norte,PA,garrafao do norte
1503093,Goianésia do Pará,PA,goianesia do para
1503101,Gurupá,PA,gurupa
1503200,Igarapé-Açu,PA,igarape-acu
1503309,Igarapé-Miri,PA,igarape-miri
1503408,Inhangapi,PA,inhangapi
1503457,Ipixuna do Pará,PA,ipixuna do para
1503507,Irituia,PA,irituia
1503606,Itaituba,PA,itaituba
1503705,Itupiranga,PA,itupiranga
1503754,Jacareacanga,PA,jacareacanga
1503804,Jacundá,PA,jacunda
1503903,Juruti,PA,juruti
1504000,Limoeiro do Ajuru,PA,limoeiro do ajuru
1504059,Mãe do Rio,PA,mae do rio
1504109,Magalhães Barata,PA,magalhaes barata
1504208,Marabá,PA,maraba
1504307,Maracanã,PA,maracana
1504406,Marapanim,PA,marapanim
1504422,Marituba,PA,marituba
1504455,Medicilândia,PA,medicilandia
1504505,Melgaço,PA,melgaco
1504604,Mocajuba,PA,mocajuba
1504703,Moju,PA,moju
1504752,Mojuí dos Campos,PA,mojui dos campos
1504802,Monte Alegre,PA,monte alegre
1504901,Muaná,PA,muana
1504950,Nova Esperança do Piriá,PA,nova esperanca do piria
1504976,Nova Ipixuna,PA,nova ipixuna
1505007,Nova Timboteua,PA,nova timboteua
1505031,Novo Progresso,PA,novo progresso
1505064,Novo Repartimento,PA,novo repartimento
1505106,Óbidos,PA,obidos
1505205,Oeiras do Pará,PA,oeiras do para
1505304,Oriximiná,PA,oriximina
1505403,Ourém,PA,ourem
1505437,Ourilândia do Norte,PA,ourilandia do norte
1505486,Pacajá,PA,pacaja
1505494,Palestina do Pará,PA,palestina do para
1505502,Paragominas,PA,paragominas
1505536,Parauapebas,PA,parauapebas
1505551,Pau D'Arco,PA,pau d'arco
1505601,Peixe-Boi,PA,peixe-boi
1505635,Piçarra,PA,picarra
1505650,Placas,PA,placas
1505700,Ponta de Pedras,PA,ponta de pedras
1505809,Portel,PA,portel
1505908,Porto de Moz,PA,porto de moz
1506005,Prainha,PA,prainha
1506104,Primavera,PA,primavera
1506112,Quatipuru,PA,quatipuru
1506138,Redenção,PA,redencao
1506161,Rio Maria,PA,rio maria
1506187,Rondon do Pará,PA,rondon do para
1506195,Rurópolis,PA,ruropolis
1506203,Salinópolis,PA,salinopolis
1506302,Salvaterra,PA,salvaterra
1506351,Santa Bárbara do Pará,PA,santa barbara do para
1506401,Santa Cruz do Arari,PA,santa cruz do arari
1506500,Santa Izabel do Pará,PA,santa izabel do para
1506559,Santa Luzia do Pará,PA,santa luzia do para
1506583,Santa Maria das Barreiras,PA,santa maria das barreiras
1506609,Santa Maria do Pará,PA,santa maria do para
1506708,Santana do Araguaia,PA,santana do araguaia
1506807,Santarém,PA,santarem
1506906,Santarém Novo,PA,santarem novo
1507003,Santo Antônio do Tauá,PA,santo antonio do taua
1507102,São Caetano de Odivelas,PA,sao caetano de odivelas
1507151,São Domingos do Araguaia,PA,sao domingos do araguaia
1507201,São Domingos do Capim,PA,sao domingos do capim
1507300,São Félix do Xingu,PA,sao felix do xingu
1507409,São Francisco do Pará,PA,sao francisco do para
1507458,São Geraldo do Araguaia,PA,sao geraldo do araguaia
1507466,São João da Ponta,PA,sao joao da ponta
1507474,São João de Pirabas,PA,sao joao de pirabas
1507508,São João do Araguaia,PA,sao joao do araguaia
1507607,São Miguel do Guamá,PA,sao miguel do guama
